Month,Day,Hour,Minute,CheckResult
1,1,9,55,13735442451002870
1,1,9,56,15071287431021104
1,1,9,57,10568168011039338
1,1,9,58,12120484111057572
1,1,9,59,17862789421075806
1,1,10,0,12400254690
1,1,10,1,172429984020260
1,1,10,2,162899458640520
1,1,10,3,130630311860780
1,1,10,4,155191363081040
1,1,10,5,1579666993101300
1,1,10,6,1615171994121560
1,1,10,7,1350653408141820
1,1,10,8,1214683198162080
1,1,10,9,1809823796182340
1,1,10,10,1564809661202600
1,1,10,11,1889450463222860
1,1,10,12,1726765192243120
1,1,10,13,1843489125263380
1,1,10,14,1829271803283640
1,1,10,15,1414355192303900
1,1,10,16,1369493257324160
1,1,10,17,1289434446344420
1,1,10,18,1637498511364680
1,1,10,19,1064305079384940
1,1,10,20,1388259507405200
1,1,10,21,1295679222425460
1,1,10,22,1890280179445720
1,1,10,23,1342725092465980
1,1,10,24,1691224701486240
1,1,10,25,1310004707506500
1,1,10,26,1482375768526760
1,1,10,27,1784555097547020
1,1,10,28,1357122072567280
1,1,10,29,1590445027587540
1,1,10,30,1961819701607800
1,1,10,31,1479855290628060
1,1,10,32,1214815101648320
1,1,10,33,1654746072668580
1,1,10,34,1644152232688840
1,1,10,35,1507624825709100
1,1,10,36,1454281481729360
1,1,10,37,1460300945749620
1,1,10,38,1049931405769880
1,1,10,39,1707757602790140
1,1,10,40,1560910521810400
1,1,10,41,1501761870830660
1,1,10,42,1961191150850920
1,1,10,43,1969452398871180
1,1,10,44,1081766632891440
1,1,10,45,1948688889911700
1,1,10,46,1750119739931960
1,1,10,47,1013929092952220
1,1,10,48,1392467295972480
1,1,10,49,1288912466992740
1,1,10,50,12168273341013000
1,1,10,51,16571672381033260
1,1,10,52,17734635721053520
1,1,10,53,12891183581073780
1,1,10,54,11392453481094040
1,1,10,55,17090542441114300
1,1,10,56,15170714731134560
1,1,10,57,15484762931154820
1,1,10,58,17224392661175080
1,1,10,59,18799909841195340
1,1,11,0,17958652510
1,1,11,1,115092377222286
1,1,11,2,121615071744572
1,1,11,3,186615762566858
1,1,11,4,172433434189144
1,1,11,5,1418679224111430
1,1,11,6,1753129250133716
1,1,11,7,1162497046156002
1,1,11,8,1286426954178288
1,1,11,9,1390299057200574
1,1,11,10,1258777763222860
1,1,11,11,1678391081245146
1,1,11,12,1547677238267432
1,1,11,13,1083167045289718
1,1,11,14,1591186068312004
1,1,11,15,1588704797334290
1,1,11,16,1604882241356576
1,1,11,17,1512296309378862
1,1,11,18,1194529940401148
1,1,11,19,1935329367423434
1,1,11,20,1070050889445720
1,1,11,21,1375643534468006
1,1,11,22,1759639202490292
1,1,11,23,1357267932512578
1,1,11,24,1196635611534864
1,1,11,25,1907777284557150
1,1,11,26,1470376595579436
1,1,11,27,1131754861601722
1,1,11,28,1194490254624008
1,1,11,29,1017780442646294
1,1,11,30,1290416964668580
1,1,11,31,1767486432690866
1,1,11,32,1791467747713152
1,1,11,33,1154108583735438
1,1,11,34,1818921106757724
1,1,11,35,1598620742780010
1,1,11,36,1476591739802296
1,1,11,37,1384918211824582
1,1,11,38,1622074128846868
1,1,11,39,1371393059869154
1,1,11,40,1185872066891440
1,1,11,41,1497585517913726
1,1,11,42,1576608786936012
1,1,11,43,1850911887958298
1,1,11,44,1035569551980584
1,1,11,45,10088743421002870
1,1,11,46,12123927531025156
1,1,11,47,17430692111047442
1,1,11,48,12554598951069728
1,1,11,49,15387358791092014
1,1,11,50,13794631671114300
1,1,11,51,15769552501136586
1,1,11,52,14474995691158872
1,1,11,53,19353480951181158
1,1,11,54,13566546651203444
1,1,11,55,17470151151225730
1,1,11,56,19176907631248016
1,1,11,57,14950347611270302
1,1,11,58,16981209051292588
1,1,11,59,16243530411314874
1,1,12,0,18845013480
1,1,12,1,194596782424312
1,1,12,2,132698130448624
1,1,12,3,171246125672936
1,1,12,4,145506103397248
1,1,12,5,1623351055121560
1,1,12,6,1906402313145872
1,1,12,7,1900330623170184
1,1,12,8,1907779508194496
1,1,12,9,1144972155218808
1,1,12,10,1971623656243120
1,1,12,11,1376309735267432
1,1,12,12,1053207768291744
1,1,12,13,1386790948316056
1,1,12,14,1784264630340368
1,1,12,15,1480543395364680
1,1,12,16,1410317553388992
1,1,12,17,1511490295413304
1,1,12,18,1144884598437616
1,1,12,19,1870195699461928
1,1,12,20,1243772862486240
1,1,12,21,1497221723510552
1,1,12,22,1758283249534864
1,1,12,23,1061406733559176
1,1,12,24,1444170049583488
1,1,12,25,1707057814607800
1,1,12,26,1804308138632112
1,1,12,27,1386867667656424
1,1,12,28,1222538286680736
1,1,12,29,1991668764705048
1,1,12,30,1704681089729360
1,1,12,31,1036457472753672
1,1,12,32,1310975935777984
1,1,12,33,1965692775802296
1,1,12,34,1378329261826608
1,1,12,35,1792332293850920
1,1,12,36,1142318092875232
1,1,12,37,1298198304899544
1,1,12,38,1610213356923856
1,1,12,39,1313995563948168
1,1,12,40,1874919465972480
1,1,12,41,1140842709996792
1,1,12,42,16868821901021104
1,1,12,43,12349574001045416
1,1,12,44,19997218221069728
1,1,12,45,18117000681094040
1,1,12,46,17267651421118352
1,1,12,47,11574963421142664
1,1,12,48,18925023991166976
1,1,12,49,14036110091191288
1,1,12,50,19499083711215600
1,1,12,51,15188669281239912
1,1,12,52,12546278101264224
1,1,12,53,19633154271288536
1,1,12,54,16446447601312848
1,1,12,55,11193929751337160
1,1,12,56,11981042521361472
1,1,12,57,11407780851385784
1,1,12,58,11187690451410096
1,1,12,59,14253789141434408
1,1,13,0,13244302440
1,1,13,1,188957824626338
1,1,13,2,184379054452676
1,1,13,3,166687766479014
1,1,13,4,1587256907105352
1,1,13,5,1457827402131690
1,1,13,6,1976074219158028
1,1,13,7,1621684070184366
1,1,13,8,1751977453210704
1,1,13,9,1070931561237042
1,1,13,10,1206176704263380
1,1,13,11,1409861844289718
1,1,13,12,1712775792316056
1,1,13,13,1638171985342394
1,1,13,14,1734812262368732
1,1,13,15,1281704848395070
1,1,13,16,1802497583421408
1,1,13,17,1085664545447746
1,1,13,18,1455081532474084
1,1,13,19,1189417199500422
1,1,13,20,1940568363526760
1,1,13,21,1286388163553098
1,1,13,22,1597673254579436
1,1,13,23,1942176158605774
1,1,13,24,1811587602632112
1,1,13,25,1074342007658450
1,1,13,26,1277432653684788
1,1,13,27,1143525315711126
1,1,13,28,1740477436737464
1,1,13,29,1187741337763802
1,1,13,30,1695481855790140
1,1,13,31,1650082070816478
1,1,13,32,1479798070842816
1,1,13,33,1432954237869154
1,1,13,34,1725178549895492
1,1,13,35,1883316724921830
1,1,13,36,1785375301948168
1,1,13,37,1587037672974506
1,1,13,38,10557613591000844
1,1,13,39,16349578221027182
1,1,13,40,15551224931053520
1,1,13,41,16630293541079858
1,1,13,42,11249514481106196
1,1,13,43,10384253041132534
1,1,13,44,12767577601158872
1,1,13,45,12946936591185210
1,1,13,46,18352423861211548
1,1,13,47,13612381211237886
1,1,13,48,12783484871264224
1,1,13,49,17104658261290562
1,1,13,50,17925318361316900
1,1,13,51,15993825281343238
1,1,13,52,17245086181369576
1,1,13,53,18064375711395914
1,1,13,54,12590391851422252
1,1,13,55,10488518581448590
1,1,13,56,11048921521474928
1,1,13,57,10485992721501266
1,1,13,58,17361748811527604
1,1,13,59,17679614841553942
1,1,14,0,16124166420
1,1,14,1,129042973528364
1,1,14,2,111407481756728
1,1,14,3,132784896585092
1,1,14,4,1703386182113456
1,1,14,5,1703813426141820
1,1,14,6,1037908393170184
1,1,14,7,1021648775198548
1,1,14,8,1756299210226912
1,1,14,9,1091013641255276
1,1,14,10,1167421446283640
1,1,14,11,1417894974312004
1,1,14,12,1229675478340368
1,1,14,13,1815938277368732
1,1,14,14,1277323251397096
1,1,14,15,1676137149425460
1,1,14,16,1332073614453824
1,1,14,17,1701437816482188
1,1,14,18,1054837256510552
1,1,14,19,1368864180538916
1,1,14,20,1300598465567280
1,1,14,21,1471170554595644
1,1,14,22,1956841731624008
1,1,14,23,1499643230652372
1,1,14,24,1632819867680736
1,1,14,25,1956291197709100
1,1,14,26,1030761551737464
1,1,14,27,1127448822765828
1,1,14,28,1578176208794192
1,1,14,29,1878106783822556
1,1,14,30,1649595724850920
1,1,14,31,1156116803879284
1,1,14,32,1430511796907648
1,1,14,33,1144683400936012
1,1,14,34,1183552587964376
1,1,14,35,1101385402992740
1,1,14,36,17525122801021104
1,1,14,37,19744208031049468
1,1,14,38,11527760401077832
1,1,14,39,12973858691106196
1,1,14,40,14711958291134560
1,1,14,41,19507959731162924
1,1,14,42,15661273721191288
1,1,14,43,17943680891219652
1,1,14,44,18938744171248016
1,1,14,45,13446034291276380
1,1,14,46,16880288761304744
1,1,14,47,10066933681333108
1,1,14,48,14974759501361472
1,1,14,49,12238198521389836
1,1,14,50,12455073161418200
1,1,14,51,15315388621446564
1,1,14,52,17130559911474928
1,1,14,53,12778046621503292
1,1,14,54,18837379991531656
1,1,14,55,17517220551560020
1,1,14,56,11352615311588384
1,1,14,57,17289555961616748
1,1,14,58,18668659001645112
1,1,14,59,19024404691673476
1,1,15,0,18145167930
1,1,15,1,146894180430390
1,1,15,2,170029744260780
1,1,15,3,191054798491170
1,1,15,4,1455615507121560
1,1,15,5,1776765561151950
1,1,15,6,1234466235182340
1,1,15,7,1635961941212730
1,1,15,8,1067803850243120
1,1,15,9,1290838615273510
1,1,15,10,1910440047303900
1,1,15,11,1455663847334290
1,1,15,12,1798748870364680
1,1,15,13,1613692331395070
1,1,15,14,1228997282425460
1,1,15,15,1458980702455850
1,1,15,16,1689721655486240
1,1,15,17,1636017918516630
1,1,15,18,1197667665547020
1,1,15,19,1136452913577410
1,1,15,20,1910446975607800
1,1,15,21,1202509457638190
1,1,15,22,1362012918668580
1,1,15,23,1506382557698970
1,1,15,24,1618113261729360
1,1,15,25,1216235598759750
1,1,15,26,1123634672790140
1,1,15,27,1637944668820530
1,1,15,28,1017318902850920
1,1,15,29,1359444002881310
1,1,15,30,1668909533911700
1,1,15,31,1856230813942090
1,1,15,32,1370839893972480
1,1,15,33,17851090031002870
1,1,15,34,16001826501033260
1,1,15,35,11131913301063650
1,1,15,36,14075659281094040
1,1,15,37,15122246511124430
1,1,15,38,18450106801154820
1,1,15,39,11535653371185210
1,1,15,40,12043936061215600
1,1,15,41,10280063121245990
1,1,15,42,18003796641276380
1,1,15,43,18793255171306770
1,1,15,44,12904420741337160
1,1,15,45,18828999151367550
1,1,15,46,18555511551397940
1,1,15,47,15076226791428330
1,1,15,48,18190772351458720
1,1,15,49,12421188501489110
1,1,15,50,19469898921519500
