Month,Day,Hour,Minute,CheckResult
1,1,3,27,1455889793164025
1,1,3,28,1484206336170100
1,1,3,29,1586404444176175
1,1,3,30,1633242059182250
1,1,3,31,1911698568188325
1,1,3,32,1677355610194400
1,1,3,33,1182272496200475
1,1,3,34,1292508815206550
1,1,3,35,1559219536212625
1,1,3,36,1921564142218700
1,1,3,37,1134878561224775
1,1,3,38,1503637862230850
1,1,3,39,1220504099236925
1,1,3,40,1502209988243000
1,1,3,41,1388897855249075
1,1,3,42,1635291144255150
1,1,3,43,1312759930261225
1,1,3,44,1536066424267300
1,1,3,45,1754395394273375
1,1,3,46,1705326342279450
1,1,3,47,1102788191285525
1,1,3,48,1372106803291600
1,1,3,49,1497090632297675
1,1,3,50,1867648514303750
1,1,3,51,1628967686309825
1,1,3,52,1853452257315900
1,1,3,53,1394536787321975
1,1,3,54,1512886121328050
1,1,3,55,1009716086334125
1,1,3,56,1621797671340200
1,1,3,57,1101947336346275
1,1,3,58,1891468986352350
1,1,3,59,1570002174358425
1,1,4,0,10031410620
1,1,4,1,14536323418100
1,1,4,2,193439840916200
1,1,4,3,152359639324300
1,1,4,4,169443415032400
1,1,4,5,118238194140500
1,1,4,6,117006435148600
1,1,4,7,144194819156700
1,1,4,8,173504260064800
1,1,4,9,163060895672900
1,1,4,10,120100385981000
1,1,4,11,170553702889100
1,1,4,12,117809063697200
1,1,4,13,1460692647105300
1,1,4,14,1845455634113400
1,1,4,15,1771788778121500
1,1,4,16,1195150618129600
1,1,4,17,1641389668137700
1,1,4,18,1012279964145800
1,1,4,19,1320367706153900
1,1,4,20,1572379430162000
1,1,4,21,1153600216170100
1,1,4,22,1957764227178200
1,1,4,23,1454136335186300
1,1,4,24,1710770092194400
1,1,4,25,1593752337202500
1,1,4,26,1975633902210600
1,1,4,27,1042319534218700
1,1,4,28,1176342420226800
1,1,4,29,1235543630234900
1,1,4,30,1497146284243000
1,1,4,31,1126719678251100
1,1,4,32,1642299484259200
1,1,4,33,1963294024267300
1,1,4,34,1596601327275400
1,1,4,35,1659731852283500
1,1,4,36,1616425203291600
1,1,4,37,1499567568299700
1,1,4,38,1799426622307800
1,1,4,39,1315527616315900
1,1,4,40,1746788665324000
1,1,4,41,1446798808332100
1,1,4,42,1628060182340200
1,1,4,43,1915692247348300
1,1,4,44,1950949333356400
1,1,4,45,1314919785364500
1,1,4,46,1673057134372600
1,1,4,47,1916585545380700
1,1,4,48,1289451365388800
1,1,4,49,1789171710396900
1,1,4,50,1463325985405000
1,1,4,51,1140623100413100
1,1,4,52,1606592082421200
1,1,4,53,1394623116429300
1,1,4,54,1141325114437400
1,1,4,55,1917862590445500
1,1,4,56,1523905364453600
1,1,4,57,1020793351461700
1,1,4,58,1961339939469800
1,1,4,59,1167710256477900
1,1,5,0,14996991440
1,1,5,1,139059184510125
1,1,5,2,197933187720250
1,1,5,3,108962359230375
1,1,5,4,161782848640500
1,1,5,5,166459033250625
1,1,5,6,183683460760750
1,1,5,7,187100839270875
1,1,5,8,166134738181000
1,1,5,9,166837016591125
1,1,5,10,1028465510101250
1,1,5,11,1712295057111375
1,1,5,12,1565217917121500
1,1,5,13,1988677718131625
1,1,5,14,1656790632141750
1,1,5,15,1759439716151875
1,1,5,16,1707057824162000
1,1,5,17,1284484169172125
1,1,5,18,1650003469182250
1,1,5,19,1789692700192375
1,1,5,20,1313365548202500
1,1,5,21,1342407546212625
1,1,5,22,1812640035222750
1,1,5,23,1503177993232875
1,1,5,24,1455539026243000
1,1,5,25,1658972018253125
1,1,5,26,1790286340263250
1,1,5,27,1480543945273375
1,1,5,28,1742926484283500
1,1,5,29,1450687058293625
1,1,5,30,1496920676303750
1,1,5,31,1360906238313875
1,1,5,32,1423288188324000
1,1,5,33,1360090743334125
1,1,5,34,1998123860344250
1,1,5,35,1295758955354375
1,1,5,36,1648547716364500
1,1,5,37,1748227508374625
1,1,5,38,1887732433384750
1,1,5,39,1130190760394875
1,1,5,40,1747263602405000
1,1,5,41,1483754285415125
1,1,5,42,1479064753425250
1,1,5,43,1426057889435375
1,1,5,44,1629782392445500
1,1,5,45,1861466079455625
1,1,5,46,1322600910465750
1,1,5,47,1562599152475875
1,1,5,48,1361216201486000
1,1,5,49,1883937401496125
1,1,5,50,1475914177506250
1,1,5,51,1173732937516375
1,1,5,52,1054965751526500
1,1,5,53,1342819980536625
1,1,5,54,1518275039546750
1,1,5,55,1697959877556875
1,1,5,56,1081001122567000
1,1,5,57,1424504664577125
1,1,5,58,1978214177587250
1,1,5,59,1792589300597375
1,1,6,0,12089799120
1,1,6,1,155404168612150
1,1,6,2,120202326224300
1,1,6,3,112221661636450
1,1,6,4,172170285848600
1,1,6,5,131384863760750
1,1,6,6,166346256972900
1,1,6,7,143052079685050
1,1,6,8,120086054497200
1,1,6,9,1902285186109350
1,1,6,10,1525198762121500
1,1,6,11,1770454867133650
1,1,6,12,1664684331145800
1,1,6,13,1899910690157950
1,1,6,14,1544639804170100
1,1,6,15,1553494266182250
1,1,6,16,1855622028194400
1,1,6,17,1852592224206550
1,1,6,18,1360188719218700
1,1,6,19,1453800156230850
1,1,6,20,1803635354243000
1,1,6,21,1356279691255150
1,1,6,22,1091255756267300
1,1,6,23,1292078375279450
1,1,6,24,1686759084291600
1,1,6,25,1028552772303750
1,1,6,26,1518218308315900
1,1,6,27,1420012563328050
1,1,6,28,1128840962340200
1,1,6,29,1716451171352350
1,1,6,30,1407737235364500
1,1,6,31,1590737838376650
1,1,6,32,1581285606388800
1,1,6,33,1550812763400950
1,1,6,34,1447835368413100
1,1,6,35,1074970840425250
1,1,6,36,1442936510437400
1,1,6,37,1778434177449550
1,1,6,38,1491685138461700
1,1,6,39,1834276202473850
1,1,6,40,1813280366486000
1,1,6,41,1183314045498150
1,1,6,42,1345238579510300
1,1,6,43,1588883408522450
1,1,6,44,1692376972534600
1,1,6,45,1391716491546750
1,1,6,46,1987711794558900
1,1,6,47,1862420822571050
1,1,6,48,1719917625583200
1,1,6,49,1085492424595350
1,1,6,50,1238923345607500
1,1,6,51,1403724973619650
1,1,6,52,1688179507631800
1,1,6,53,1394179352643950
1,1,6,54,1879313931656100
1,1,6,55,1813287143668250
1,1,6,56,1369002074680400
1,1,6,57,1396060832692550
1,1,6,58,1083751568704700
1,1,6,59,1330635676716850
1,1,7,0,15745354580
1,1,7,1,159094239714175
1,1,7,2,168552448828350
1,1,7,3,190668832942525
1,1,7,4,119053942656700
1,1,7,5,163248640270875
1,1,7,6,169311443885050
1,1,7,7,141989295999225
1,1,7,8,1247152988113400
1,1,7,9,1473873518127575
1,1,7,10,1051544208141750
1,1,7,11,1132833053155925
1,1,7,12,1467786382170100
1,1,7,13,1161948370184275
1,1,7,14,1877916128198450
1,1,7,15,1073415798212625
1,1,7,16,1783411056226800
1,1,7,17,1077950426240975
1,1,7,18,1607442273255150
1,1,7,19,1270684675269325
1,1,7,20,1594188345283500
1,1,7,21,1378528404297675
1,1,7,22,1194738718311850
1,1,7,23,1307945906326025
1,1,7,24,1006213849340200
1,1,7,25,1951477304354375
1,1,7,26,1698550200368550
1,1,7,27,1571356840382725
1,1,7,28,1560255919396900
1,1,7,29,1875434726411075
1,1,7,30,1535399242425250
1,1,7,31,1687801055439425
1,1,7,32,1672073014453600
1,1,7,33,1597094165467775
1,1,7,34,1809458948481950
1,1,7,35,1053801316496125
1,1,7,36,1346322774510300
1,1,7,37,1230144236524475
1,1,7,38,1378326010538650
1,1,7,39,1515655427552825
1,1,7,40,1349313402567000
1,1,7,41,1045855962581175
1,1,7,42,1665444676595350
1,1,7,43,1128069365609525
1,1,7,44,1476414381623700
1,1,7,45,1168233233637875
1,1,7,46,1382771280652050
1,1,7,47,1122853520666225
1,1,7,48,1370324186680400
1,1,7,49,1224824086694575
1,1,7,50,1347952969708750
1,1,7,51,1675776380722925
1,1,7,52,1437694215737100
1,1,7,53,1287855190751275
1,1,7,54,1837047717765450
1,1,7,55,1687680052779625
1,1,7,56,1478167944793800
1,1,7,57,1930814401807975
1,1,7,58,1292538557822150
1,1,7,59,1725886601836325
1,1,8,0,13706407450
1,1,8,1,101377216216200
1,1,8,2,123942575732400
1,1,8,3,162714287248600
1,1,8,4,126088394064800
1,1,8,5,177243741481000
1,1,8,6,176749176097200
1,1,8,7,1747134723113400
1,1,8,8,1199664845129600
1,1,8,9,1863547664145800
1,1,8,10,1745175802162000
1,1,8,11,1297143279178200
1,1,8,12,1553700098194400
1,1,8,13,1355671217210600
1,1,8,14,1222563645226800
1,1,8,15,1517298978243000
1,1,8,16,1576770316259200
1,1,8,17,1486767668275400
1,1,8,18,1133255561291600
1,1,8,19,1487209502307800
1,1,8,20,1788122936324000
1,1,8,21,1325131366340200
1,1,8,22,1800638577356400
1,1,8,23,1331028146372600
1,1,8,24,1486341706388800
1,1,8,25,1525409785405000
1,1,8,26,1041809130421200
1,1,8,27,1371229377437400
1,1,8,28,1701856531453600
1,1,8,29,1807556905469800
1,1,8,30,1816583017486000
1,1,8,31,1097796924502200
1,1,8,32,1671697076518400
1,1,8,33,1225452807534600
1,1,8,34,1560140910550800
1,1,8,35,1908009507567000
1,1,8,36,1800390024583200
1,1,8,37,1930509996599400
1,1,8,38,1742806025615600
1,1,8,39,1157381216631800
1,1,8,40,1223291853648000
1,1,8,41,1835837264664200
1,1,8,42,1548832446680400
1,1,8,43,1258572847696600
1,1,8,44,1582572348712800
1,1,8,45,1554059822729000
1,1,8,46,1962263774745200
1,1,8,47,1514306340761400
1,1,8,48,1228533009777600
1,1,8,49,1935835199793800
1,1,8,50,1345741130810000
1,1,8,51,1322817364826200
1,1,8,52,1015537572842400
1,1,8,53,1394876175858600
1,1,8,54,1528181434874800
1,1,8,55,1306009303891000
1,1,8,56,1207928983907200
1,1,8,57,1370892627923400
1,1,8,58,1233157885939600
1,1,8,59,1050869989955800
1,1,9,0,19966540990
1,1,9,1,117754533718225
1,1,9,2,163640262736450
1,1,9,3,113651851654675
1,1,9,4,127978301172900
1,1,9,5,123570981391125
1,1,9,6,1669455235109350
1,1,9,7,1124995123127575
1,1,9,8,1292409134145800
1,1,9,9,1236774036164025
1,1,9,10,1249554948182250
1,1,9,11,1998253436200475
1,1,9,12,1984472577218700
1,1,9,13,1589220243236925
1,1,9,14,1257425439255150
1,1,9,15,1231559127273375
1,1,9,16,1993797352291600
1,1,9,17,1375581281309825
1,1,9,18,1743024724328050
1,1,9,19,1260178551346275
1,1,9,20,1768264679364500
1,1,9,21,1608498650382725
1,1,9,22,1343239154400950
1,1,9,23,1203340455419175
1,1,9,24,1449513089437400
1,1,9,25,1349303463455625
1,1,9,26,1914741341473850
1,1,9,27,1762807782492075
1,1,9,28,1343106988510300
1,1,9,29,1231795075528525
1,1,9,30,1819375984546750
1,1,9,31,1527337884564975
1,1,9,32,1622050363583200
1,1,9,33,1581918485601425
1,1,9,34,1909675512619650
1,1,9,35,1995822207637875
1,1,9,36,1666352859656100
1,1,9,37,1371695182674325
1,1,9,38,1418354782692550
1,1,9,39,1657774886710775
1,1,9,40,1826945654729000
1,1,9,41,1113177435747225
1,1,9,42,1130969789765450
1,1,9,43,1693805674783675
1,1,9,44,1362976176801900
1,1,9,45,1735580786820125
1,1,9,46,1765092899838350
1,1,9,47,1167922225856575
1,1,9,48,1344192573874800
1,1,9,49,1883897062893025
1,1,9,50,1306370107911250
1,1,9,51,1265234382929475
1,1,9,52,1496788960947700
1,1,9,53,1489704765965925
1,1,9,54,1503836984984150
1,1,9,55,14690678141002375
1,1,9,56,19081041991020600
1,1,9,57,13518091811038825
1,1,9,58,13088608691057050
1,1,9,59,16083158211075275
1,1,10,0,11625107530
1,1,10,1,191708393120250
1,1,10,2,106349250640500
1,1,10,3,161771074860750
1,1,10,4,178467934681000
1,1,10,5,1591282011101250
1,1,10,6,1347470033121500
1,1,10,7,1210011279141750
1,1,10,8,1662486510162000
1,1,10,9,1535228119182250
1,1,10,10,1456282380202500
1,1,10,11,1720240334222750
1,1,10,12,1672194326243000
1,1,10,13,1680895619263250
1,1,10,14,1815833656283500
1,1,10,15,1602123052303750
1,1,10,16,1101629116324000
1,1,10,17,1874158791344250
1,1,10,18,1603173434364500
1,1,10,19,1371889017384750
1,1,10,20,1625712045405000
1,1,10,21,1991317388425250
1,1,10,22,1450558195445500
1,1,10,23,1225340156465750
1,1,10,24,1426020747486000
1,1,10,25,1172044694506250
1,1,10,26,1250046901526500
1,1,10,27,1769386293546750
1,1,10,28,1052452048567000
1,1,10,29,1934590443587250
1,1,10,30,1171785031607500
1,1,10,31,1807608157627750
1,1,10,32,1754656911648000
1,1,10,33,1550988774668250
1,1,10,34,1799716720688500
1,1,10,35,1071585038708750
1,1,10,36,1916606324729000
1,1,10,37,1633319807749250
1,1,10,38,1198985843769500
1,1,10,39,1703693739789750
1,1,10,40,1157468360810000
1,1,10,41,1494788147830250
1,1,10,42,1605147505850500
1,1,10,43,1647968831870750
1,1,10,44,1313780848891000
1,1,10,45,1442316822911250
1,1,10,46,1177735360931500
1,1,10,47,1495254520951750
1,1,10,48,1178795505972000
1,1,10,49,1679803410992250
1,1,10,50,14449744751012500
1,1,10,51,13572622161032750
1,1,10,52,11612688591053000
1,1,10,53,19547366671073250
1,1,10,54,13533922801093500
1,1,10,55,19334516761113750
1,1,10,56,12653142001134000
1,1,10,57,18556317991154250
1,1,10,58,16537508671174500
1,1,10,59,17506400831194750
1,1,11,0,15178048010
1,1,11,1,189725230922275
1,1,11,2,119044679544550
1,1,11,3,190064742366825
1,1,11,4,182044434189100
1,1,11,5,1400539792111375
1,1,11,6,1610648667133650
1,1,11,7,1903840838155925
1,1,11,8,1455158536178200
1,1,11,9,1550245583200475
1,1,11,10,1024925983222750
1,1,11,11,1510296590245025
1,1,11,12,1010311640267300
1,1,11,13,1939412494289575
1,1,11,14,1075736335311850
1,1,11,15,1336315540334125
1,1,11,16,1140201553356400
1,1,11,17,1069499007378675
1,1,11,18,1309438821400950
1,1,11,19,1576640057423225
1,1,11,20,1089755797445500
1,1,11,21,1896679148467775
1,1,11,22,1075613002490050
1,1,11,23,1546805501512325
1,1,11,24,1147047186534600
1,1,11,25,1821743686556875
1,1,11,26,1894616193579150
1,1,11,27,1173945076601425
1,1,11,28,1915957993623700
1,1,11,29,1772480510645975
1,1,11,30,1767210694668250
1,1,11,31,1456649516690525
1,1,11,32,1940035133712800
1,1,11,33,1968307121735075
1,1,11,34,1497880737757350
1,1,11,35,1458048865779625
1,1,11,36,1967047086801900
1,1,11,37,1052964979824175
1,1,11,38,1537876066846450
1,1,11,39,1587714979868725
1,1,11,40,1901384030891000
1,1,11,41,1341418574913275
1,1,11,42,1593503391935550
1,1,11,43,1368315453957825
1,1,11,44,1422796008980100
1,1,11,45,14214381301002375
1,1,11,46,12712666191024650
1,1,11,47,18758067671046925
1,1,11,48,19267809761069200
1,1,11,49,13946406181091475
1,1,11,50,13747155051113750
1,1,11,51,19714627501136025
1,1,11,52,12561392601158300
1,1,11,53,17952005541180575
1,1,11,54,12817825371202850
1,1,11,55,12816697001225125
1,1,11,56,16804893501247400
1,1,11,57,11351757331269675
1,1,11,58,18810437091291950
1,1,11,59,15546459431314225
1,1,12,0,14091713320
1,1,12,1,178508294924300
1,1,12,2,126229765748600
1,1,12,3,142828048872900
1,1,12,4,160609248597200
1,1,12,5,1535848072121500
1,1,12,6,1773236544145800
1,1,12,7,1815641534170100
1,1,12,8,1880992814194400
1,1,12,9,1314977224218700
1,1,12,10,1089963085243000
1,1,12,11,1314490122267300
1,1,12,12,1244448453291600
1,1,12,13,1875196475315900
1,1,12,14,1342554182340200
1,1,12,15,1038566770364500
1,1,12,16,1367873028388800
1,1,12,17,1579367433413100
1,1,12,18,1044132613437400
1,1,12,19,1856794639461700
1,1,12,20,1405753637486000
1,1,12,21,1117469149510300
1,1,12,22,1539206802534600
1,1,12,23,1288521964558900
1,1,12,24,1935719105583200
1,1,12,25,1879207222607500
1,1,12,26,1433316265631800
1,1,12,27,1020633949656100
1,1,12,28,1334183768680400
1,1,12,29,1029504810704700
1,1,12,30,1998143287729000
1,1,12,31,1847170633753300
1,1,12,32,1528738463777600
1,1,12,33,1750503276801900
1,1,12,34,1580020447826200
1,1,12,35,1457079004850500
1,1,12,36,1348916650874800
1,1,12,37,1627318279899100
1,1,12,38,1960082948923400
1,1,12,39,1236127369947700
1,1,12,40,1642392751972000
1,1,12,41,1932269087996300
1,1,12,42,13727814801020600
1,1,12,43,10729243371044900
1,1,12,44,12751011541069200
1,1,12,45,13281774191093500
1,1,12,46,19142299981117800
1,1,12,47,15011544301142100
1,1,12,48,14745978041166400
1,1,12,49,16190836271190700
1,1,12,50,14650232761215000
1,1,12,51,15430258841239300
1,1,12,52,14018950201263600
1,1,12,53,18777031651287900
1,1,12,54,17161921631312200
1,1,12,55,13764475481336500
1,1,12,56,15792284771360800
1,1,12,57,12219750131385100
1,1,12,58,18117653681409400
1,1,12,59,13831130621433700
1,1,13,0,12372432470
1,1,13,1,172217516826325
1,1,13,2,107189151252650
1,1,13,3,165403651078975
1,1,13,4,1468963965105300
1,1,13,5,1386091335131625
1,1,13,6,1565511393157950
1,1,13,7,1963167367184275
1,1,13,8,1955220446210600
1,1,13,9,1332098788236925
1,1,13,10,1983977480263250
1,1,13,11,1302954940289575
1,1,13,12,1701830684315900
1,1,13,13,1612294128342225
1,1,13,14,1484179441368550
1,1,13,15,1610438482394875
1,1,13,16,1795450955421200
1,1,13,17,1315853834447525
1,1,13,18,1234785051473850
1,1,13,19,1720001500500175
1,1,13,20,1641024545526500
1,1,13,21,1253228073552825
1,1,13,22,1726342903579150
1,1,13,23,1464719133605475
1,1,13,24,1228840698631800
1,1,13,25,1142279431658125
1,1,13,26,1642345583684450
1,1,13,27,1836842192710775
1,1,13,28,1923063822737100
1,1,13,29,1710233430763425
1,1,13,30,1584146708789750
1,1,13,31,1509791389816075
1,1,13,32,1038558052842400
1,1,13,33,1325456013868725
1,1,13,34,1994530627895050
1,1,13,35,1985873599921375
1,1,13,36,1944900819947700
1,1,13,37,1801918600974025
1,1,13,38,17986090371000350
1,1,13,39,10685810621026675
1,1,13,40,10730818681053000
1,1,13,41,17095045481079325
1,1,13,42,12115978511105650
1,1,13,43,11108867011131975
1,1,13,44,12400826581158300
1,1,13,45,17973726411184625
1,1,13,46,14409830431210950
1,1,13,47,11878624301237275
1,1,13,48,19825449821263600
1,1,13,49,17512004381289925
1,1,13,50,13577936031316250
1,1,13,51,10444543271342575
1,1,13,52,18943305581368900
1,1,13,53,12910346211395225
1,1,13,54,12858161671421550
1,1,13,55,15111726551447875
1,1,13,56,11821336051474200
1,1,13,57,13053869811500525
1,1,13,58,14477136971526850
1,1,13,59,19822043921553175
1,1,14,0,18247895760
1,1,14,1,191298087128350
1,1,14,2,177958922256700
1,1,14,3,112628547185050
1,1,14,4,1489284945113400
1,1,14,5,1084681158141750
1,1,14,6,1492923924170100
1,1,14,7,1490517581198450
1,1,14,8,1719984319226800
1,1,14,9,1754097814255150
1,1,14,10,1646693945283500
1,1,14,11,1187688411311850
1,1,14,12,1595995888340200
1,1,14,13,1256764933368550
1,1,14,14,1390479315396900
1,1,14,15,1982253568425250
1,1,14,16,1109247159453600
1,1,14,17,1469544998481950
1,1,14,18,1883531877510300
1,1,14,19,1740939448538650
1,1,14,20,1919500638567000
1,1,14,21,1699341843595350
1,1,14,22,1740489044623700
1,1,14,23,1568394222652050
1,1,14,24,1971837101680400
1,1,14,25,1726682221708750
1,1,14,26,1369314821737100
1,1,14,27,1089111446765450
1,1,14,28,1091732163793800
1,1,14,29,1757672229822150
1,1,14,30,1090655945850500
1,1,14,31,1924591136878850
1,1,14,32,1596032964907200
1,1,14,33,1289603002935550
1,1,14,34,1754387380963900
1,1,14,35,1464170260992250
1,1,14,36,16937579001020600
1,1,14,37,14659356661048950
1,1,14,38,11929542541077300
1,1,14,39,13286707081105650
1,1,14,40,17595057361134000
1,1,14,41,17252995641162350
1,1,14,42,11944144871190700
1,1,14,43,14421545341219050
1,1,14,44,12422559051247400
1,1,14,45,15571027731275750
1,1,14,46,13090928041304100
1,1,14,47,10871176491332450
1,1,14,48,13881051481360800
1,1,14,49,19069362611389150
1,1,14,50,12121502371417500
1,1,14,51,13666528071445850
1,1,14,52,10944695231474200
1,1,14,53,12849250681502550
1,1,14,54,12686409531530900
1,1,14,55,12031649221559250
1,1,14,56,18380108491587600
1,1,14,57,17909676181615950
1,1,14,58,10689998281644300
1,1,14,59,16953854841672650
1,1,15,0,18089160880
1,1,15,1,176261351530375
1,1,15,2,104554763260750
1,1,15,3,198887217191125
1,1,15,4,1771357867121500
1,1,15,5,1914011435151875
1,1,15,6,1949056866182250
1,1,15,7,1998077862212625
1,1,15,8,1863705544243000
1,1,15,9,1036638969273375
1,1,15,10,1154656972303750
1,1,15,11,1766291471334125
1,1,15,12,1044200963364500
1,1,15,13,1071801996394875
1,1,15,14,1682935867425250
1,1,15,15,1980232571455625
1,1,15,16,1042973866486000
1,1,15,17,1913778547516375
1,1,15,18,1463341566546750
1,1,15,19,1840969015577125
1,1,15,20,1448399982607500
1,1,15,21,1975354469637875
1,1,15,22,1998406523668250
1,1,15,23,1344898012698625
1,1,15,24,1620914188729000
1,1,15,25,1273798316759375
1,1,15,26,1335768898789750
1,1,15,27,1489752620820125
1,1,15,28,1019814480850500
1,1,15,29,1365632212880875
1,1,15,30,1529009714911250
1,1,15,31,1169344636941625
1,1,15,32,1470667122972000
1,1,15,33,17445715671002375
1,1,15,34,19763156031032750
1,1,15,35,18648749141063125
1,1,15,36,12178728311093500
1,1,15,37,16179319381123875
1,1,15,38,10941418901154250
1,1,15,39,12684346081184625
1,1,15,40,16888509941215000
1,1,15,41,19348535921245375
1,1,15,42,18496182681275750
1,1,15,43,12560202461306125
1,1,15,44,19354855211336500
1,1,15,45,16578677411366875
1,1,15,46,13155384071397250
1,1,15,47,11329308601427625
1,1,15,48,19918402551458000
1,1,15,49,11557472531488375
1,1,15,50,14624548881518750
